"SERIALNO","SPORDER","PWGTP","WGTP","AGEP","SEX","ESR","MAR","DIS","Boro","HousingStatus","EducAttain","PreTaxIncome_PU","WAGP_adj","INTP_adj","SEMP_adj","SSP_adj","SSIP_adj","RETP_adj","MRGP_adj","RNTP_adj","NYCgov_MOOP","NYCgov_MedSpending","NYCgov_MedPremiums","NYCgov_HEAP","NYCgov_WIC","NYCgov_SNAP","NYCgov_SchoolLunch","NYCgov_SchoolBreakfast","NYCgov_Nutrition","Off_Threshold","Off_Pov_Stat","NYCgov_Threshold","NYCgov_Pov_Stat","NYCgov_PovGapIndex","NYCgov_PovGap"
719603,1,260,261,31,2,1,5,2,3,6,4,83629.804,83629.804,0,0,0,0,0,0,3929.5932,6993.236,660.0917,6333.144,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
719617,1,143,143,34,2,1,5,2,3,9,4,177335.488,177335.488,0,0,0,0,0,2518.97,0,2576.018,745.1979,1830.82,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
719621,1,139,139,42,2,1,5,2,3,4,4,80607.04,80607.04,0,0,0,0,0,0,1612.1408,4083.02,3236.11,846.9102,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
719725,1,201,201,53,1,1,3,1,4,9,4,30237.71588,20151.76,10.07588,10075.88,0,0,0,443.33872,0,6000.027,710.9479,5289.079,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
719800,2,90,75,7,1,NA,5,2,2,9,1,70531.16,0,0,0,0,0,0,2115.9348,0,2231.442,238.7125,1992.73,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
719965,2,152,144,18,2,3,1,2,1,4,2,35265.58,0,0,0,0,0,0,0,1108.3468,705.7584,705.7584,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
719986,3,42,41,16,2,6,5,2,4,9,1,27607.9112,0,0,0,0,0,0,1410.6232,0,1.03788,1.03788,0,35,0,2697,0,0,2697,24339,2,32401.9996992759,1,0.022300284355879,722.573791503906
719999,2,154,125,59,2,6,4,2,1,3,2,7647.59292,1612.1408,0,0,896.75332,0,4937.1812,0,604.5528,254.2806,254.2806,0,21,0,2328,0,0,2328,12486,1,15017.1298261508,1,0.420729279518127,6318.14599609375
720034,3,152,128,7,2,NA,5,2,3,9,1,613621.092,0,0,0,0,0,0,2015.176,0,21913.8,14441.06,7472.736,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
720044,3,54,43,17,2,6,5,2,4,6,1,86652.568,0,0,0,0,0,0,0,1511.382,8622.707,2395.427,6227.28,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
720188,1,33,33,88,2,6,2,1,2,8,2,15133.97176,0,20.15176,0,15113.82,0,0,0,0,5929.201,4336.263,1592.938,0,0,0,0,0,0,11511,2,15017.1298261508,1,0.362193048000336,5439.10009765625
720278,1,68,68,39,2,1,5,2,2,7,4,70531.16,70531.16,0,0,0,0,0,0,0,3136.474,147.379,2989.095,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
720418,1,177,177,48,2,6,4,1,1,5,1,17733.5488,0,0,0,0,8866.7744,0,0,544.09752,86.14404,86.14404,0,35,0,4560,0,0,4560,24755,1,39630.4432054192,1,0.439032137393951,17399.0390625
720465,2,134,95,20,1,6,5,2,4,6,2,45341.46,0,0,0,0,0,0,0,1209.1056,635.0995,247.0154,388.0841,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
720493,2,74,75,28,2,1,1,2,4,9,2,120709.0424,0,0,16927.4784,0,0,0,403.0352,0,6449.002,1501.812,4947.19,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
720550,4,68,69,22,1,1,5,2,4,4,3,138744.8676,22872.2476,0,0,0,0,0,0,1410.6232,5305.644,1494.547,3811.096,0,0,0,0,0,0,29854,2,46330.3881179886,2,0,0
720570,1,130,130,27,2,1,5,2,4,6,4,70531.16,70531.16,0,0,0,0,0,0,1511.382,1116.759,680.8493,435.9096,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
720610,1,82,82,74,1,6,3,2,2,1,4,15718.3728,0,0,0,8463.7392,0,7254.6336,0,130.98644,462.8945,462.8945,0,21,0,2522,0,0,2522,11511,2,15017.1298261508,2,0,0
720654,4,190,119,24,1,1,5,2,4,4,4,168871.7488,17935.0664,0,0,0,0,0,0,1309.8644,6230.436,3208.087,3022.348,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
720684,4,160,193,7,1,NA,5,2,2,9,1,322428.16,0,0,0,0,0,0,3123.5228,0,5033.76,3954.323,1079.437,0,0,0,0,0,0,28643,2,36093.9627996357,2,0,0
720753,2,86,58,38,2,1,3,2,4,6,3,40303.52,40303.52,0,0,0,0,0,0,1813.6584,1030.615,46.70461,983.9103,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
720836,4,134,141,74,2,6,2,1,3,4,1,35567.8564,0,0,0,4836.4224,4231.8696,0,0,705.3116,29.06064,29.06064,0,35,0,7377,0,0,7377,25160,2,36093.9627996357,2,0,0
720860,3,91,66,54,1,6,5,2,2,9,4,2418.2112,0,0,0,0,0,0,2821.2464,0,820.9632,820.9632,0,35,0,9724,0,0,9724,29854,1,46330.3881179886,1,0.7551229596138,34985.140625
720882,4,72,32,33,1,1,1,2,2,9,2,15516.8552,0,0,7053.116,0,0,0,201.5176,0,1642.964,345.6141,1297.35,0,637.2,0,0,0,0,19318,1,28519.6992497817,1,0.391588658094406,11167.9912109375
720907,1,114,114,70,2,6,3,2,2,6,3,17632.79,201.5176,0,0,13501.6792,0,3929.5932,0,896.75332,2396.507,183.7048,2212.802,35,0,2328,0,0,2328,11511,2,15017.1298261508,2,0,0
720924,4,244,199,12,2,NA,5,2,2,3,1,9068.292,0,0,0,0,0,0,0,1712.8996,0,0,0,21,0,8023,2340.8,1162,11525.8,28205,1,34637.512319907,2,0,0
720968,1,236,236,80,1,6,5,1,3,9,4,330488.864,0,259957.704,0,20151.76,0,50379.4,937.05684,0,3514.054,2207.571,1306.483,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
720983,3,258,162,35,1,3,3,2,1,4,3,27910.1876,0,0,0,0,0,0,0,715.38748,5269.67,3053.443,2216.227,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
720988,1,97,97,59,2,1,2,1,2,9,4,141767.6316,134009.204,7758.4276,0,0,0,0,1612.1408,0,2707.83,1163.464,1544.366,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
721006,1,101,101,87,2,6,2,1,4,6,1,13904.7144,0,0,0,5037.94,8866.7744,0,0,463.49048,2505.38,463.9324,2041.448,35,0,2328,0,0,2328,11511,2,15017.1298261508,1,0.080094896256924,1202.79541015625
721131,1,122,122,29,1,1,5,2,3,4,3,35265.58,35265.58,0,0,0,0,0,0,1511.382,0,0,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
721342,1,68,68,68,2,6,5,1,2,9,2,14710.7848,0,2619.7288,0,12091.056,0,0,503.794,0,113.1289,113.1289,0,0,0,0,0,0,0,11511,2,15017.1298261508,1,0.018159484490752,272.703338623047
721691,1,265,264,25,2,1,5,2,3,4,4,75569.1,75569.1,0,0,0,0,0,0,2922.0052,1224.699,103.788,1120.911,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
721692,3,74,82,71,1,6,5,1,4,8,3,14106.232,0,1007.588,0,9068.292,0,0,0,0,103.788,103.788,0,35,0,2328,0,0,2328,11511,2,15017.1298261508,2,0,0
721819,1,41,40,48,1,1,5,2,2,4,2,45341.46,45341.46,0,0,0,0,0,0,1007.588,1420.817,71.61372,1349.203,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
721834,5,63,55,6,2,NA,5,2,2,9,1,32343.5748,0,0,0,0,0,0,1309.8644,0,2116.238,2116.238,0,35,2548.8,6974,1755.6,0,8729.6,39491,1,46330.3881179886,1,0.086610652506352,4012.705078125
721839,2,68,85,47,2,6,1,2,2,9,4,90531.7818,0,50.3794,4836.4224,0,0,0,6448.5632,0,3541.371,570.8341,2970.537,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
721854,5,89,57,34,1,6,5,1,4,9,2,122925.736,0,0,0,0,0,0,1914.4172,0,24308.27,19842.19,4466.081,0,0,0,0,0,0,38905,2,52637.2038049417,2,0,0
721882,5,49,44,40,2,1,1,2,2,8,4,339154.1208,110834.68,0,0,0,0,0,0,0,11236.92,4014.521,7222.399,0,0,0,0,0,0,29360,2,39630.4432054192,2,0,0
721977,2,72,85,24,2,1,5,2,3,6,4,50379.4,50379.4,0,0,0,0,0,0,2922.0052,2429.677,162.9472,2266.73,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
722002,2,214,171,50,1,1,3,2,2,6,4,79800.9696,31436.7456,0,0,0,0,0,0,382.88344,7682.429,437.9854,7244.444,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
722091,1,59,59,50,1,1,1,2,4,9,2,88526.68168,9068.292,0,0,0,0,0,2922.0052,0,40350.7,10459.75,29890.95,0,0,0,0,0,0,30288,2,43036.3761772217,1,0.18927589058876,8145.74853515625
722100,2,213,221,61,1,6,1,2,3,1,1,15617.614,0,0,0,6650.0808,0,0,0,342.57992,4719.033,1918.002,2801.031,21,0,1785,0,0,1785,14507,2,21174.1530548727,2,0,0
722117,1,92,92,88,1,6,3,1,3,4,2,11184.2268,0,0,0,11184.2268,0,0,0,272.04876,78.87888,78.87888,0,35,0,1644,0,0,1644,11511,1,15017.1298261508,2,0,0
722119,2,163,72,23,2,1,5,2,3,4,4,63478.044,63478.044,0,0,0,0,0,0,1712.8996,843.9625,206.5381,637.4244,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
722125,4,212,121,21,1,6,5,2,5,9,3,181365.84,0,0,0,0,0,0,2115.9348,0,5195.628,2081.988,3113.64,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
722159,3,102,90,12,2,NA,5,2,5,9,1,133001.616,0,0,0,0,0,0,1309.8644,0,6890.486,4399.574,2490.912,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
722173,2,76,83,54,2,3,5,1,2,4,1,55115.0636,39295.932,0,0,0,0,0,0,1209.1056,507.5233,507.5233,0,35,0,288,0,0,288,12486,2,15017.1298261508,2,0,0
722196,1,89,89,65,2,6,5,2,2,1,3,10075.88,0,0,0,10075.88,0,0,0,201.5176,85.10616,85.10616,0,21,0,2328,0,0,2328,11511,1,15017.1298261508,2,0,0
722444,2,207,259,34,2,1,5,2,3,9,4,688182.604,176327.9,0,0,0,0,0,3627.3168,0,5218.46,817.8495,4400.611,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
722535,1,64,64,95,1,6,2,1,4,8,2,70934.1952,0,50379.4,0,20554.7952,0,0,0,0,6345.64,363.258,5982.382,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
722593,2,48,53,49,2,1,1,2,2,6,2,64989.426,16625.202,0,0,0,0,0,0,1914.4172,4399.573,1908.661,2490.912,0,0,0,0,0,0,25160,2,36093.9627996357,2,0,0
722626,2,172,118,31,2,2,5,2,3,9,4,135016.792,40303.52,0,0,0,0,0,2216.6936,0,5981.448,289.5685,5691.88,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
722634,2,193,201,84,2,6,1,2,3,8,4,54107.4756,0,0,0,4534.146,0,14509.2672,0,0,4704.378,1022.312,3682.066,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
722644,2,89,69,30,1,6,5,2,2,4,1,142069.908,36273.168,0,0,0,0,0,0,906.8292,2150.487,593.6674,1556.82,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
722682,1,38,38,83,2,6,3,1,3,4,3,16927.4784,0,0,0,16927.4784,0,0,0,2720.4876,799.7904,364.2959,435.4945,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
722735,1,50,50,68,1,1,1,2,4,6,4,90682.92,0,0,47356.636,18136.584,0,0,0,1813.6584,5667.656,2835.489,2832.167,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
722890,1,31,31,65,2,1,1,2,1,8,3,94713.272,64485.632,0,0,0,0,0,0,0,4678.016,1090.812,3587.204,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
722906,1,89,89,73,1,6,1,2,4,9,4,95720.86,0,0,0,22166.936,0,0,906.8292,0,8100.654,2570.829,5529.825,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
722928,1,94,94,55,2,1,5,2,2,9,3,87660.156,87660.156,0,0,0,0,0,2216.6936,0,209.6517,13.49244,196.1593,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
723081,1,123,123,52,2,1,2,2,4,8,4,93806.4428,93705.684,100.7588,0,0,0,0,0,0,4124.536,3750.899,373.6368,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
723088,1,38,38,58,1,1,3,2,1,8,4,210585.892,201517.6,0,0,0,0,0,0,0,18555.21,1118.835,17436.38,0,0,1735,0,0,1735,16072,2,21174.1530548727,2,0,0
723151,2,88,86,62,2,1,1,2,2,4,2,37482.2736,30227.64,0,0,0,0,0,0,1108.3468,8498.161,3516.337,4981.824,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
723162,2,86,85,46,1,1,3,2,1,4,2,110834.68,60455.28,0,0,0,0,0,0,1108.3468,9239.956,1551.631,7688.325,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
723178,3,69,32,38,2,1,5,2,4,6,4,106804.328,75569.1,0,0,0,0,0,0,554.1734,6378.771,3940.831,2437.939,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
723218,1,69,70,43,2,1,1,2,5,9,4,176327.9,176327.9,0,0,0,0,0,2922.0052,0,6802.266,1820.442,4981.824,0,0,0,0,0,0,28643,2,36093.9627996357,2,0,0
723223,1,36,35,26,2,1,5,2,4,9,4,137031.968,34257.992,12091.056,0,0,0,0,1007.588,0,8521.12,690.1902,7830.93,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
723395,1,70,71,50,2,1,4,2,2,6,3,67508.396,47961.1888,0,0,0,0,0,0,1712.8996,1891.017,645.5614,1245.456,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
723563,2,45,35,50,2,1,1,2,4,6,3,115872.62,47356.636,0,0,0,0,0,0,1309.8644,5611.817,1875.449,3736.368,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
723580,1,102,102,38,2,6,5,1,2,1,2,19537.13132,0,0,0,13300.1616,0,0,0,453.4146,53.96976,53.96976,0,21,0,4400,585.2,0,4985.2,16543,2,22660.9278954915,2,0,0
723645,5,37,42,2,1,NA,5,2,2,9,NA,93403.4076,0,0,0,0,0,0,2418.2112,0,14217.58,3654.375,10563.21,0,0,0,0,0,0,28643,2,36093.9627996357,2,0,0
723657,2,325,256,38,2,1,5,2,4,6,2,115872.62,100758.8,0,0,0,0,0,0,1511.382,204.4624,204.4624,0,35,0,730,585.2,0,1315.2,25160,2,36093.9627996357,2,0,0
723789,2,49,50,67,2,1,2,1,4,8,1,66702.3256,36978.4796,0,0,15113.82,0,0,0,0,5071.539,1809.025,3262.513,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
723795,1,178,178,59,2,1,3,2,4,9,3,40605.7964,40605.7964,0,0,0,0,0,2518.97,0,1350.282,378.8262,971.4557,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
723803,2,196,192,40,1,1,5,2,1,4,3,60153.0036,34257.992,0,0,0,0,0,0,1108.3468,5842.186,445.2506,5396.935,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
723808,1,35,35,76,2,6,1,2,4,8,4,271746.4836,0,0,0,18237.3428,0,45039.1836,0,0,4261.681,1210.168,3051.513,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
723856,2,67,64,33,1,1,1,2,4,6,2,75569.1,20151.76,0,0,0,0,0,0,1813.6584,2673.58,929.9405,1743.639,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
723901,1,83,83,76,1,6,3,2,1,8,4,15113.82,0,0,0,15113.82,0,0,0,0,761.6379,166.0608,595.5771,35,0,2328,0,0,2328,11511,2,15017.1298261508,2,0,0
723980,1,67,67,35,1,1,5,2,2,6,4,70531.16,70531.16,0,0,0,0,0,0,1914.4172,5647.105,789.8267,4857.279,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
723991,1,72,72,81,1,6,5,1,2,8,2,14509.2672,0,0,0,14509.2672,0,0,0,0,6771.752,2848.981,3922.771,0,0,0,0,0,0,11511,2,15017.1298261508,1,0.218139410018921,3275.82788085938
724010,2,42,44,33,2,6,1,1,2,9,2,61462.868,0,0,0,13098.644,0,0,2619.7288,0,8104.805,4953.801,3151.004,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
724013,1,134,134,44,2,1,3,2,4,4,3,80607.04,80607.04,0,0,0,0,0,0,916.90508,768.0313,20.7576,747.2737,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
724292,1,148,147,35,1,1,5,2,2,4,3,24182.112,24182.112,0,0,0,0,0,0,1813.6584,47.74249,47.74249,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
724371,1,106,105,37,2,1,5,2,2,4,4,85644.98,85644.98,0,0,0,0,0,0,1712.8996,1416.706,569.7961,846.9102,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
724462,1,103,103,50,2,1,1,2,4,8,3,116980.9668,41411.8668,0,0,0,0,0,0,0,7399.046,1171.767,6227.28,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
724464,1,112,112,53,2,6,5,1,3,3,1,8866.7744,0,0,0,0,8866.7744,0,0,231.74524,6.227281,6.227281,0,21,0,3266,0,0,3266,12486,1,15017.1298261508,2,0,0
724539,2,100,95,55,1,1,1,2,4,6,4,100758.8,100758.8,0,0,0,0,0,0,2317.4524,9692.762,1721.843,7970.919,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
724630,2,62,56,59,2,1,1,1,4,9,2,17532.0312,9068.292,0,0,0,0,0,604.5528,0,8217.645,5347.158,2870.486,0,0,0,0,0,0,14507,2,21174.1530548727,1,0.60722142457962,12857.3994140625
724749,5,63,43,77,1,6,1,1,4,8,1,83428.2864,0,0,0,7859.1864,0,0,0,0,16985.79,966.2663,16019.52,0,0,0,0,0,0,33763,2,46330.3881179886,2,0,0
724761,1,317,318,46,1,1,1,2,4,9,3,40303.52,40303.52,0,0,0,0,0,2317.4524,0,5247.521,795.0162,4452.505,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
724839,3,84,84,6,1,NA,5,2,4,1,1,10075.88,0,0,0,0,0,0,0,423.18696,0,0,0,21,637.2,7788,1170.4,581,9539.4,24424,1,30874.3311009323,2,0,0
724875,1,83,83,63,1,1,5,2,2,8,1,129072.0228,44938.4248,0,0,22670.73,0,12997.8852,0,0,3043.978,606.122,2437.855,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
724934,1,46,45,47,1,1,5,2,4,9,4,122421.942,120910.56,1511.382,0,0,0,0,4937.1812,0,4883.267,3044.102,1839.165,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
724982,1,58,59,48,2,1,4,2,4,4,4,70531.16,70531.16,0,0,0,0,0,0,1813.6584,2112.294,815.7737,1296.52,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
725108,1,121,121,62,2,6,3,2,4,8,3,100658.0412,0,12091.056,0,8967.5332,0,0,0,0,475.3491,475.3491,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
725158,2,127,116,16,2,6,5,2,4,8,1,17632.79,0,0,0,0,0,0,0,0,10967.28,380.9019,10586.38,0,0,0,0,0,0,19337,1,26902.7341846366,1,0.605661273002625,16293.9443359375
725160,1,79,80,59,2,1,5,2,4,8,4,112849.856,73553.924,5037.94,0,0,0,0,0,0,10793.7,5547.469,5246.234,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
725262,2,267,193,1,2,NA,5,2,2,4,NA,55417.34,0,0,0,0,0,0,0,1410.6232,2630.984,310.3262,2320.658,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
725276,2,101,102,61,2,6,1,2,2,9,1,261972.88,0,0,0,0,0,0,1108.3468,0,3285.97,1396.987,1888.983,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
725364,2,100,117,52,2,1,1,2,2,8,2,120910.56,20151.76,0,0,0,0,0,0,0,6642.433,2283.336,4359.096,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
725381,2,105,181,41,2,6,1,2,3,6,4,19345.6896,0,0,0,0,0,0,0,1914.4172,1607.718,674.622,933.0957,0,637.2,0,585.2,0,585.2,24339,1,32401.9996992759,1,0.213434547185898,6915.7060546875
725632,1,103,103,53,2,6,5,2,4,9,4,40303.52,0,0,0,0,0,0,2216.6936,0,1800.722,1800.722,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
725691,1,114,114,67,2,6,2,2,3,6,4,273056.348,0,259957.704,0,13098.644,0,0,0,2216.6936,2597.212,2008.298,588.9139,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
725700,3,85,79,23,1,6,5,2,4,6,2,19043.4132,3325.0404,0,0,0,0,0,0,1007.588,207.576,207.576,0,0,0,0,0,0,0,30288,1,43036.3761772217,1,0.403549879789352,17367.32421875
725712,2,73,76,32,2,1,1,2,2,6,4,327466.1,211593.48,0,0,0,0,0,0,2518.97,3077.315,1153.085,1924.23,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
725748,1,99,100,52,1,1,5,2,4,9,1,21159.348,21159.348,0,0,0,0,0,2821.2464,0,62.2728,62.2728,0,0,0,0,0,0,0,12486,2,15017.1298261508,1,0.184345334768295,2768.337890625
725939,3,166,139,24,1,1,5,2,4,4,4,60455.28,60455.28,0,0,0,0,0,0,2216.6936,1017.122,83.0304,934.092,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
726036,2,80,45,26,1,6,5,2,3,6,4,78591.864,20151.76,18136.584,0,0,0,0,0,2821.2464,1141.668,1141.668,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
726061,1,110,110,88,2,6,2,2,4,8,1,270839.6544,0,259957.704,0,10881.9504,0,0,0,0,5432.409,325.8943,5106.515,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
726074,1,43,43,26,2,1,5,2,2,4,4,50379.4,50379.4,0,0,0,0,0,0,1813.6584,3054.481,102.7501,2951.731,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
726222,1,143,142,32,1,3,5,2,2,6,2,10075.88,10075.88,0,0,0,0,0,0,1612.1408,0,0,0,0,0,0,0,0,0,12486,1,15017.1298261508,1,0.385763108730316,5793.0546875
726296,2,217,145,27,1,6,5,2,1,4,1,12091.056,0,0,0,0,0,0,0,513.86988,17.64396,17.64396,0,35,1274.4,10049,0,0,10049,25160,1,36093.9627996357,1,0.04906402155757,1770.91491699219
726299,2,87,70,40,2,6,4,2,2,6,3,62873.4912,0,0,0,0,0,0,0,2216.6936,4802.417,218.9927,4583.424,35,637.2,5706,0,0,5706,25160,2,36093.9627996357,2,0,0
726314,1,44,44,65,2,1,3,2,2,4,4,87660.156,60455.28,27204.876,0,0,0,0,0,1712.8996,3936.077,1553.706,2382.371,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
726327,1,57,56,70,2,6,3,1,4,9,1,22973.0064,0,0,0,22973.0064,0,0,2015.176,0,7237.885,5886.856,1351.029,35,0,2328,0,0,2328,11511,2,15017.1298261508,2,0,0
726402,4,81,101,17,2,6,5,2,2,3,1,16725.9608,0,0,0,0,0,0,0,2015.176,116.2426,116.2426,0,21,0,7687,585.2,0,8272.2,33082,1,43036.3761772217,2,0,0
726407,1,37,37,63,2,1,1,2,4,8,4,209578.304,103781.564,0,0,0,0,0,0,0,8951.716,2961.072,5990.644,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
726425,1,94,94,35,1,1,1,2,4,6,1,35265.58,35265.58,0,0,0,0,0,0,906.8292,806.6923,120.3941,686.2982,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
726517,2,197,174,42,1,1,1,2,4,9,3,72546.336,60455.28,0,0,0,0,5037.94,2115.9348,0,3093.92,603.0084,2490.912,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
726804,1,86,87,47,2,1,5,2,3,6,4,50379.4,0,0,50379.4,0,0,0,0,2518.97,6604.383,1442.653,5161.73,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
726812,1,127,128,59,2,6,1,2,3,2,2,78591.864,0,0,0,0,0,0,0,443.33872,1351.32,1351.32,0,35,0,1486,0,0,1486,16072,2,21174.1530548727,2,0,0
726823,1,105,105,39,1,1,3,2,2,9,3,45342.467588,45341.46,1.007588,0,0,0,0,3123.5228,0,441.099,117.2804,323.8186,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
726874,1,30,30,85,1,6,2,2,1,4,1,9874.3624,0,0,0,9874.3624,0,0,0,906.8292,3677.354,2107.934,1569.42,0,0,0,0,0,0,11511,1,15017.1298261508,1,0.587337374687195,8820.1220703125
726916,5,39,38,36,1,1,5,2,2,9,1,70531.16,70531.16,0,0,0,0,0,2317.4524,0,1344.47,77.841,1266.629,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
727034,4,128,85,7,2,NA,5,2,4,6,1,46349.048,0,0,0,0,0,0,0,1612.1408,23.87124,23.87124,0,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
727124,1,58,57,48,2,1,3,2,1,9,4,45341.46,45341.46,0,0,0,0,0,4131.1108,0,860.4026,374.6747,485.7279,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
727296,2,51,53,54,2,1,1,2,1,9,3,102572.4584,51386.988,0,0,0,0,0,1914.4172,0,8765.811,1181.107,7584.703,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
727360,2,72,63,8,2,NA,5,2,4,4,1,9572.086,0,0,0,0,0,0,0,1309.8644,57.0834,57.0834,0,35,0,3702,585.2,290.5,4577.7,16543,1,22660.9278954915,1,0.377046585083008,8544.2255859375
727368,3,167,128,0,2,NA,5,2,1,4,NA,19345.6896,0,0,0,0,0,0,0,1511.382,2215.875,1468.601,747.2737,35,1911.6,6448,0,0,6448,24339,1,32401.9996992759,1,0.248871624469757,8063.9384765625
727379,1,160,159,70,2,6,5,2,3,5,1,17532.0312,0,0,0,2418.2112,0,0,0,251.897,104.8259,104.8259,0,35,0,6193,585.2,290.5,7068.7,19318,1,28519.6992497817,2,0,0
727411,2,377,205,56,1,1,5,2,3,6,4,17128.996,12091.056,0,5037.94,0,0,0,0,2015.176,157.7578,157.7578,0,0,0,0,0,0,0,12486,2,15017.1298261508,1,0.071137338876724,1068.27868652344
727451,1,146,146,63,1,6,1,2,4,8,4,78591.864,0,20151.76,0,0,0,0,0,0,4305.614,700.569,3605.045,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
727457,3,38,36,17,2,6,5,2,2,9,1,475581.536,0,0,0,0,0,0,4937.1812,0,15615.95,1915.927,13700.02,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
727474,1,51,51,37,1,1,1,2,2,4,4,18136.584,18136.584,0,0,0,0,0,0,1511.382,1109.494,1109.494,0,35,1274.4,5145,0,0,5145,24339,1,32401.9996992759,1,0.09384673088789,3040.82177734375
727561,2,122,132,36,2,1,1,2,2,9,1,120910.56,34257.992,0,0,0,0,0,3325.0404,0,3643.997,1464.449,2179.548,0,0,0,0,0,0,33082,2,43036.3761772217,2,0,0
