"SERIALNO","SPORDER","PWGTP","WGTP","AGEP","SEX","ESR","MAR","DIS","Boro","HousingStatus","EducAttain","PreTaxIncome_PU","WAGP_adj","INTP_adj","SEMP_adj","SSP_adj","SSIP_adj","RETP_adj","MRGP_adj","RNTP_adj","NYCgov_MOOP","NYCgov_MedSpending","NYCgov_MedPremiums","NYCgov_HEAP","NYCgov_WIC","NYCgov_SNAP","NYCgov_SchoolLunch","NYCgov_SchoolBreakfast","NYCgov_Nutrition","Off_Threshold","Off_Pov_Stat","NYCgov_Threshold","NYCgov_Pov_Stat","NYCgov_PovGapIndex","NYCgov_PovGap"
39,1,53,52,51,1,6,5,1,2,6,3,15416.0964,0,0,0,8766.0156,6650.0808,0,0,453.4146,8.303041,8.303041,0,35,0,2282,0,0,2282,12486,2,15017.1298261508,2,0,0
55,2,32,30,52,2,1,1,2,5,9,2,182373.428,30227.64,0,0,0,0,0,1511.382,0,2423.491,534.5082,1888.983,0,0,0,0,0,0,29854,2,46330.3881179886,2,0,0
69,1,192,192,39,1,1,5,2,4,6,3,80607.04,80607.04,0,0,0,0,0,0,1108.3468,728.789,335.2353,393.5537,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
210,1,37,38,26,2,1,5,2,3,4,4,130986.44,80607.04,50379.4,0,0,0,0,0,1914.4172,2644.518,49.81824,2594.7,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
261,5,83,150,1,2,NA,5,2,5,9,NA,161214.08,0,0,0,0,0,0,3022.764,0,12629.92,1889.98,10739.94,0,0,0,1170.4,0,1170.4,28643,2,36093.9627996357,2,0,0
283,1,48,49,31,1,1,5,2,2,6,4,109827.092,39295.932,0,0,0,0,0,0,1410.6232,2266.73,336.2732,1930.457,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
365,1,77,77,28,1,6,5,2,4,4,2,15416.0964,0,0,0,0,0,0,0,1007.588,1361.844,4.15152,1357.692,35,0,4344,0,0,4344,16072,1,21174.1530548727,1,0.126470267772675,2677.90087890625
383,1,346,346,51,1,1,5,2,1,6,4,44333.872,44333.872,0,0,0,0,0,0,1511.382,3388.679,1146.858,2241.821,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
440,1,48,48,72,2,6,5,1,2,4,4,85544.2212,18136.584,15113.82,0,24182.112,0,28111.7052,0,1209.1056,3282.607,606.1219,2676.485,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
532,1,40,39,65,1,1,1,1,4,4,4,75569.1,75569.1,0,0,0,0,0,0,1511.382,108.8736,0,108.8736,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
567,2,46,37,5,1,NA,5,2,4,8,1,57734.7924,0,0,0,0,0,0,0,0,3318.103,1699.01,1619.093,0,0,0,585.2,0,585.2,16543,2,22660.9278954915,2,0,0
573,2,94,74,63,2,6,2,1,2,8,2,20957.8304,0,0,0,19547.2072,0,0,0,0,7150.786,3353.391,3797.395,0,0,0,0,0,0,14507,2,21174.1530548727,1,0.05352346971631,1133.31408691406
721,5,68,46,26,2,1,5,2,4,6,2,171289.96,28212.464,0,0,0,0,0,0,1612.1408,11967.75,1658.532,10309.22,0,0,0,585.2,0,585.2,43776,2,58634.8155559939,2,0,0
835,1,114,114,81,1,1,2,1,4,4,3,26398.8056,7859.1864,0,0,18539.6192,0,0,0,1511.382,9050.107,3646.073,5404.034,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
845,1,86,86,48,1,1,5,2,3,4,4,60455.28,60455.28,0,0,0,0,0,0,634.78044,623.7659,623.7659,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
992,1,148,148,39,1,1,5,2,4,4,2,47356.636,47356.636,0,0,0,0,0,0,1209.1056,1670.987,51.894,1619.093,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1105,2,181,207,47,2,1,5,2,2,4,2,76576.688,37280.756,0,0,0,0,0,0,1209.1056,1596.342,41.5152,1554.827,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1109,1,37,37,52,2,1,5,2,4,6,3,33754.198,32242.816,1511.382,0,0,0,0,0,906.8292,3930.452,1339.903,2590.549,0,0,0,0,0,0,12486,2,15017.1298261508,1,0.3240125477314,4865.73828125
1155,3,78,67,78,2,6,1,1,4,9,4,40303.52,0,0,0,0,0,0,4030.352,0,9891.993,1219.509,8672.484,0,0,0,0,0,0,25160,2,36093.9627996357,1,0.36516872048378,13180.3857421875
1161,3,33,28,11,1,NA,5,2,4,9,1,100758.8,0,0,0,0,0,0,2317.4524,0,8376.689,5570.303,2806.386,0,0,0,585.2,0,585.2,24339,2,32401.9996992759,2,0,0
1262,2,38,39,75,1,6,1,2,2,6,4,84637.392,0,0,0,14408.5084,0,3224.2816,0,1309.8644,5101.803,1019.198,4082.605,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1310,1,77,77,59,2,1,3,2,2,9,3,136024.38,95720.86,0,0,0,0,0,1511.382,0,3396.982,158.7957,3238.186,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1412,1,220,221,58,1,1,3,2,4,6,4,251917.15176,251897,20.15176,0,0,0,0,0,1309.8644,6809.531,1101.191,5708.34,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1499,1,111,111,38,1,6,4,2,2,3,2,4534.146,0,0,0,0,0,0,0,1410.6232,0,0,0,21,0,0,0,0,0,12486,1,15017.1298261508,1,0.298215925693512,4478.34716796875
1570,1,161,161,39,2,6,5,2,2,4,2,6650.0808,0,0,0,0,0,0,0,564.24928,0,0,0,35,0,1940,0,0,1940,12486,1,15017.1298261508,1,0.278299659490585,4179.26220703125
1602,2,32,26,27,2,1,5,2,3,5,3,95720.86,0,0,4534.146,0,0,0,0,1007.588,703.6827,330.0459,373.6368,0,0,0,585.2,0,585.2,19318,2,28519.6992497817,2,0,0
1796,1,134,133,65,1,1,1,2,4,8,3,99751.212,73553.924,0,0,0,0,0,0,0,4121.007,1508.04,2612.967,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1813,3,55,63,11,1,NA,5,2,4,6,1,32948.1276,0,0,0,0,0,0,0,1209.1056,1017.123,20.7576,996.3649,0,0,0,0,0,0,19337,2,26902.7341846366,2,0,0
1900,5,92,105,72,2,6,1,2,5,9,1,98239.83,0,0,0,0,9169.0508,0,6448.5632,0,17352.11,3248.564,14103.54,0,0,2134,0,0,2134,29854,2,46330.3881179886,2,0,0
1971,2,36,35,71,2,1,1,2,2,8,4,277993.5292,133001.616,0,0,34761.786,0,0,0,0,7626.218,1683.441,5942.777,35,0,2590,0,0,2590,18774,2,32401.9996992759,2,0,0
2039,1,71,71,83,2,6,3,2,2,8,4,86048.0152,0,0,0,18539.6192,0,0,0,0,4254.707,1187.335,3067.372,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
2079,1,137,137,53,1,1,1,2,4,7,3,151138.2,151138.2,0,0,0,0,0,0,0,8605.063,6114.151,2490.912,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
2108,3,495,359,6,1,NA,5,2,1,3,1,1108.3468,0,0,0,0,0,0,0,211.59348,30.09852,30.09852,0,21,0,5699,1170.4,581,7450.4,24339,1,32401.9996992759,1,0.225344404578209,7301.609375
2147,2,116,148,16,1,6,5,2,5,8,1,30227.64,0,0,0,0,0,0,0,0,6320.606,1069.016,5251.59,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
2238,1,309,309,31,2,1,5,2,1,4,2,40303.52,40303.52,0,0,0,0,0,0,755.691,56.04552,37.36368,18.68184,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
2280,2,130,111,38,2,2,1,2,1,2,4,12594.85,503.794,0,0,0,0,0,0,1309.8644,190.9699,190.9699,0,0,1911.6,0,585.2,0,585.2,33082,1,43036.3761772217,1,0.293236881494522,12619.8525390625
2624,1,64,64,84,2,6,3,1,4,4,1,22670.73,0,0,0,13904.7144,0,8766.0156,0,785.91864,364.2959,364.2959,0,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
2705,3,66,64,23,1,1,5,2,4,9,4,307314.34,50379.4,0,0,0,0,0,1309.8644,0,8861.462,3298.383,5563.079,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
2742,3,34,40,21,1,6,5,2,4,3,3,19184.47552,0,0,0,0,0,0,0,443.33872,646.5994,646.5994,0,21,0,3088,0,0,3088,18774,2,32401.9996992759,2,0,0
2795,1,43,43,95,2,6,2,1,2,8,4,9874.3624,0,0,0,9874.3624,0,0,0,0,150.4926,150.4926,0,0,0,0,0,0,0,11511,1,15017.1298261508,1,0.352481484413147,5293.26025390625
2797,1,34,34,75,2,6,2,2,4,6,1,12594.85,0,0,0,11486.5032,0,1108.3468,0,1813.6584,1397.817,91.33345,1306.483,0,0,0,0,0,0,11511,2,15017.1298261508,1,0.250187397003174,3757.0966796875
2895,3,170,109,2,2,NA,5,2,1,3,NA,4836.4224,0,0,0,0,0,0,0,1612.1408,0,0,0,21,637.2,4088,585.2,290.5,4963.7,19337,1,26902.7341846366,1,0.251363158226013,6762.3564453125
2913,1,305,306,44,2,3,3,2,3,5,2,7355.3924,7355.3924,0,0,0,0,0,0,231.74524,30.09852,30.09852,0,0,0,0,0,0,0,16072,1,21174.1530548727,1,0.118209786713123,2502.9921875
2993,1,419,419,62,2,1,5,2,3,4,3,86652.568,86652.568,0,0,0,0,0,0,2015.176,2413.071,358.0686,2055.002,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
3006,3,104,78,29,2,1,5,2,2,6,4,60455.28,60455.28,0,0,0,0,0,0,3526.558,1746.752,812.6601,934.092,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
3010,2,71,66,12,2,NA,5,2,5,9,1,97736.036,0,0,0,0,0,0,1511.382,0,5638.802,345.614,5293.188,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
3032,1,61,61,83,2,6,2,1,2,1,2,54913.546,0,0,0,15214.5788,0,15819.1316,0,1309.8644,4028.531,868.7056,3159.826,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
3077,2,139,152,61,2,6,1,1,4,6,1,11949.99368,0,0,0,0,0,0,0,221.66936,271.9246,271.9246,0,35,0,967,0,0,967,16072,1,21174.1530548727,1,0.401153415441513,8494.083984375
3138,1,95,94,67,1,6,4,1,1,6,3,22872.2476,1410.6232,0,0,11385.7444,0,0,0,1209.1056,8600.851,1303.577,7297.273,35,0,4462,0,0,4462,14507,2,21174.1530548727,1,0.127073287963867,2690.66918945313
3206,1,74,74,42,2,1,1,2,4,9,4,169274.784,78591.864,0,0,0,0,0,2821.2464,0,5635.73,2046.7,3589.031,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
3269,2,183,140,10,2,NA,5,2,4,4,1,22066.1772,0,0,0,0,0,0,0,1108.3468,0,0,0,35,637.2,5216,585.2,290.5,6091.7,19337,2,26902.7341846366,2,0,0
3270,1,87,87,91,1,6,2,2,5,8,2,92698.096,0,0,0,20151.76,0,72546.336,0,0,1653.135,346.6519,1306.483,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
3284,1,60,60,59,2,1,2,1,2,8,1,43326.284,43326.284,0,0,0,0,0,0,0,5358.492,284.3792,5074.113,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
3349,1,70,70,40,1,1,1,2,4,6,1,22166.936,22166.936,0,0,0,0,0,0,1007.588,0,0,0,0,637.2,0,585.2,0,585.2,24339,1,32401.9996992759,1,0.040506698191166,1312.498046875
3352,2,123,127,74,1,6,5,2,5,7,2,32545.0924,0,1007.588,0,17935.0664,0,0,0,0,638.7321,49.81824,588.9139,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
3361,1,98,97,69,1,1,2,2,2,8,3,109323.298,35265.58,0,0,13602.438,0,0,0,0,4886.962,1711.464,3175.498,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
3453,1,100,100,49,1,1,1,2,2,9,1,35769.374,11083.468,0,0,0,0,0,2418.2112,0,46.70461,46.70461,0,0,0,0,585.2,0,585.2,30288,2,43036.3761772217,1,0.109636209905148,4718.34521484375
3473,1,42,42,60,2,1,1,2,4,6,1,69523.572,0,0,25189.7,0,0,0,0,906.8292,4501.327,1142.706,3358.621,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
3637,1,285,285,57,2,1,1,2,2,9,4,135016.792,74561.512,0,0,0,0,0,3526.558,0,12656.95,202.3866,12454.56,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
3680,3,49,36,12,1,NA,5,2,4,9,1,115872.62,0,0,0,0,0,0,1511.382,0,7457.168,1696.934,5760.234,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
3758,4,108,79,25,1,1,1,2,4,6,4,107610.3984,35265.58,0,0,0,0,0,0,1511.382,10545.79,7219.494,3326.292,0,0,0,0,0,0,52106,2,67170.7478150358,2,0,0
3771,4,41,54,19,1,6,5,2,2,6,1,90682.92,0,0,0,0,0,0,0,1914.4172,4095.226,1177.994,2917.232,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
3779,1,62,63,68,1,6,5,2,5,8,4,90783.6788,0,0,0,24182.112,0,14206.9908,0,0,4392.827,3537.095,855.7321,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
3799,1,104,104,58,2,6,5,2,2,4,1,0,0,0,0,0,0,0,0,957.2086,26.98488,26.98488,0,35,0,746,0,0,746,12486,1,15017.1298261508,1,0.949789643287659,14263.1142578125
3803,2,96,56,31,2,1,1,2,5,8,2,93705.684,43326.284,0,0,0,0,0,0,0,5293.188,4072.642,1220.547,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
3901,3,59,47,40,1,3,3,2,2,4,3,85644.98,0,0,0,0,0,0,0,1209.1056,2337.306,676.6979,1660.608,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
4019,2,92,104,9,1,NA,5,1,1,6,1,15819.1316,0,0,0,0,0,0,0,1309.8644,470.1596,34.25004,435.9096,35,0,3440,585.2,290.5,4315.7,16543,1,22660.9278954915,1,0.042159780859947,955.379760742188
4239,2,317,273,32,1,1,5,2,2,4,3,50379.4,50379.4,0,0,0,0,0,0,2317.4524,1975.085,480.5385,1494.547,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
4290,1,111,111,25,1,1,5,2,4,4,4,36273.168,36273.168,0,0,0,0,0,0,2015.176,5125.052,429.6823,4695.37,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
4304,3,91,55,59,1,1,4,2,4,8,4,163027.7384,20151.76,20151.76,10075.88,0,0,0,0,0,12755.21,1298.388,11456.83,35,0,1279,0,0,1279,24755,2,39630.4432054192,2,0,0
4455,2,76,45,15,1,NA,5,1,1,4,1,0,0,0,0,0,0,0,0,1511.382,259.47,259.47,0,0,637.2,0,0,0,0,19337,1,26902.7341846366,1,0.985959410667419,26525.00390625
4459,1,306,307,44,1,1,5,2,4,4,2,28212.464,28212.464,0,0,0,0,0,0,1007.588,0,0,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
4516,1,51,52,73,2,6,3,2,1,4,1,10075.88,0,0,0,10075.88,0,0,0,614.62868,74.72736,74.72736,0,0,0,0,0,0,0,11511,1,15017.1298261508,1,0.334017038345337,5015.97705078125
4586,1,70,69,62,2,1,1,2,2,9,4,97534.5184,0,0,3627.3168,0,0,0,2418.2112,0,10549.05,6991.16,3557.895,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
4666,2,46,47,80,1,6,1,1,4,8,1,63478.044,0,0,0,2015.176,0,0,0,0,8434.893,555.2659,7879.627,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
4674,1,26,26,25,1,1,5,2,3,6,4,372807.56,251897,0,0,0,0,0,0,3123.5228,3567.194,557.3416,3009.852,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
4725,2,68,70,81,2,6,1,2,2,5,4,14710.7848,0,0,0,0,7254.6336,0,0,292.20052,733.7812,733.7812,0,35,0,536,0,0,536,14507,2,21174.1530548727,2,0,0
4782,2,384,259,83,1,6,2,1,1,6,1,13501.6792,0,0,0,7254.6336,6247.0456,0,0,443.33872,72.6516,72.6516,0,35,0,2288,0,0,2288,11511,2,15017.1298261508,2,0,0
4840,1,115,115,41,2,1,3,2,4,6,4,18136.584,0,0,18136.584,0,0,0,0,2015.176,2299.942,2299.942,0,0,1274.4,0,0,0,0,16543,2,22660.9278954915,1,0.15405136346817,3490.94677734375
5008,1,87,86,51,2,1,4,2,1,9,4,6247.0456,6247.0456,0,0,0,0,0,493.71812,0,870.2003,62.2728,807.9274,0,0,0,0,0,0,12486,1,15017.1298261508,1,0.765471398830414,11495.18359375
5036,1,60,59,56,2,1,1,2,1,8,3,73956.9592,42318.696,0,0,0,0,0,0,0,12306.14,2093.404,10212.74,35,0,256,0,0,256,16072,2,21174.1530548727,2,0,0
5039,3,220,188,19,1,3,5,2,2,9,2,99751.212,0,0,0,0,0,0,1813.6584,0,6584.146,200.3109,6383.835,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
5085,3,188,145,8,1,NA,5,2,4,4,1,46349.048,0,0,0,0,0,0,0,1612.1408,2856.246,481.5764,2374.67,0,0,0,585.2,0,585.2,19318,2,28519.6992497817,2,0,0
5135,4,63,46,77,2,6,5,1,4,6,4,0,0,0,0,0,0,0,0,1007.588,3122.98,756.6146,2366.366,0,0,0,0,0,0,11511,1,15017.1298261508,1,1,15017.1298828125
5136,1,167,166,56,1,6,5,2,2,8,3,328473.688,68515.984,259957.704,0,0,0,0,0,0,1962.631,94.44709,1868.184,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
5366,3,199,146,20,1,6,5,2,4,6,3,69523.572,0,0,0,0,0,0,0,3224.2816,6981.819,1999.995,4981.824,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
5381,1,69,70,45,1,1,1,2,3,4,4,141062.32,0,0,141062.32,0,0,0,0,3627.3168,729.6297,418.2657,311.364,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
5388,1,100,100,56,1,1,5,2,2,9,4,236783.18,201517.6,0,0,0,0,0,3728.0756,0,9625.051,3142.701,6482.35,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
5437,1,99,100,30,1,6,1,2,4,4,4,2518.97,0,2518.97,0,0,0,0,0,1209.1056,99.63649,99.63649,0,0,0,0,0,0,0,16072,1,21174.1530548727,1,0.885741174221039,18754.818359375
5464,4,233,233,23,1,1,1,2,4,6,2,21763.9008,21763.9008,0,0,0,0,0,0,1612.1408,0,0,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
5494,1,68,68,27,2,1,5,2,1,4,4,46349.048,46349.048,0,0,0,0,0,0,1410.6232,0,0,0,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
5558,2,33,35,69,2,6,1,2,4,8,3,103670.72932,0,191.44172,0,12393.3324,0,3728.0756,0,0,6413.683,2306.169,4107.514,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
5634,1,30,30,80,1,6,1,1,4,8,2,106804.328,0,0,0,16121.408,0,33250.404,0,0,12334.91,5654.371,6680.543,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
5645,1,49,49,64,1,6,1,2,2,9,2,26459.26088,0,765.76688,0,1914.4172,0,0,1108.3468,0,1637.775,1637.775,0,35,0,11598,585.2,0,12183.2,30288,1,43036.3761772217,1,0.064432553946972,2772.94360351563
5917,2,176,137,3,2,NA,5,2,4,9,1,181365.84,0,0,0,0,0,0,1108.3468,0,8449.734,1230.926,7218.808,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
5978,2,84,84,69,2,6,1,2,2,4,4,12091.056,0,0,0,0,0,0,0,1209.1056,7099.722,3017.117,4082.605,35,0,3152,0,0,3152,14507,1,21174.1530548727,1,0.613758623600006,12995.8193359375
6052,1,167,167,49,2,6,4,1,2,6,3,10781.1916,0,0,0,10781.1916,0,0,0,806.0704,44.62884,44.62884,0,0,0,0,0,0,0,12486,1,15017.1298261508,1,0.287879079580307,4323.11767578125
6202,1,66,66,88,2,6,2,2,4,8,2,12091.056,0,0,0,12091.056,0,0,0,0,5297.526,1493.509,3804.017,0,0,0,0,0,0,11511,2,15017.1298261508,1,0.530335307121277,7964.1142578125
6285,2,69,67,85,1,6,1,1,2,8,1,91992.7844,0,0,0,14509.2672,0,14509.2672,0,0,4777.985,670.4706,4107.514,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
6322,3,332,422,4,2,NA,5,2,1,1,1,14710.7848,0,0,0,0,0,0,0,513.86988,0,0,0,21,637.2,3851,585.2,290.5,4726.7,19337,1,26902.7341846366,2,0,0
6338,3,99,67,17,2,6,5,2,4,8,1,95015.5484,0,0,0,0,0,0,0,0,4332.111,1012.971,3319.14,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
6426,2,25,30,75,1,6,1,2,4,9,1,114663.5144,0,0,0,29220.052,0,0,2317.4524,0,9410.438,1930.457,7479.981,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
6489,1,66,67,64,2,6,1,1,5,9,3,66299.2904,0,0,0,9471.3272,0,0,1309.8644,0,1718.729,423.4551,1295.274,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
6496,2,190,208,21,2,6,1,2,3,4,2,92295.0608,0,0,0,0,0,0,0,856.4498,4.15152,4.15152,0,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
6603,1,232,232,38,2,1,4,2,3,6,4,80607.04,80607.04,0,0,0,0,0,0,1813.6584,8915.391,5191.476,3723.914,0,0,0,585.2,0,585.2,19337,2,26902.7341846366,2,0,0
6752,1,59,59,67,2,6,1,2,2,8,2,169274.784,0,0,0,17128.996,0,134009.204,0,0,1049.504,178.5154,870.989,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
6794,1,198,197,45,1,1,5,2,2,9,2,89675.332,89675.332,0,0,0,0,0,2922.0052,0,838.5656,15.5682,822.9974,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
6967,1,74,75,72,2,6,2,2,4,8,2,14106.232,0,0,0,12695.6088,0,1410.6232,0,0,1657.183,1330.562,326.6208,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
7022,1,119,119,52,2,1,5,2,1,4,1,63478.044,18136.584,0,0,0,0,0,0,1410.6232,1434.319,908.145,526.1741,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
7053,2,63,74,26,2,1,1,2,2,7,4,156176.14,30227.64,0,0,0,0,0,0,0,8021.983,470.1597,7551.823,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
7102,2,106,117,66,1,6,1,2,3,4,1,9975.1212,0,0,0,3828.8344,2216.6936,0,0,826.22216,6679.381,1802.798,4876.583,35,0,4065,0,0,4065,16072,1,21174.1530548727,1,0.582936346530914,12343.18359375
7136,1,87,87,61,1,6,5,1,4,8,4,0,0,0,0,0,0,0,0,0,94.44709,94.44709,0,0,0,0,0,0,0,12486,1,15017.1298261508,1,0.666358351707459,10006.7900390625
7145,2,223,169,30,2,3,1,2,3,9,3,60455.28,0,0,0,0,0,0,987.43624,0,847.9479,511.6748,336.2731,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
7187,1,42,42,58,2,1,5,2,2,4,3,31235.228,30227.64,1007.588,0,0,0,0,0,806.0704,749.5571,116.2426,633.3145,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
7377,2,101,110,46,2,1,1,2,4,6,2,56424.928,27204.876,0,0,0,0,0,0,1612.1408,2185.775,2185.775,0,0,0,0,585.2,0,585.2,24339,2,32401.9996992759,2,0,0
7465,1,113,113,61,1,1,1,2,3,9,4,239100.6324,154160.964,20151.76,0,0,0,0,3224.2816,0,8652.807,6572.895,2079.912,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
7596,1,38,39,84,2,6,2,2,4,8,4,71538.748,0,40303.52,0,31235.228,0,0,0,0,7828.667,2360.139,5468.528,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
7611,1,82,83,59,2,6,4,1,5,6,3,90682.92,0,0,0,0,0,54409.752,0,1209.1056,3509.072,171.2502,3337.822,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
7642,1,175,175,46,2,1,5,2,1,4,2,37280.756,37280.756,0,0,0,0,0,0,856.4498,2130.768,25.947,2104.821,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
7764,2,319,170,28,1,3,5,2,1,4,2,58440.104,40303.52,0,0,0,0,0,0,382.88344,0,0,0,35,0,11737,0,0,11737,29854,2,46330.3881179886,2,0,0
7838,1,226,226,51,1,1,1,2,3,4,4,406057.964,201517.6,0,3022.764,0,0,0,0,1914.4172,8840.662,5104.294,3736.368,0,0,0,585.2,0,585.2,24339,2,32401.9996992759,2,0,0
7934,2,189,148,43,1,1,1,2,2,6,4,161214.08,80607.04,0,0,0,0,0,0,2015.176,5067.927,2784.632,2283.295,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
8076,3,73,68,67,2,6,2,2,2,4,1,21159.348,0,0,0,0,0,0,0,1612.1408,765.9555,765.9555,0,0,0,0,0,0,0,18774,2,32401.9996992759,1,0.265709459781647,8609.517578125
8086,3,125,92,48,2,6,5,1,2,6,1,44736.9072,0,0,0,0,6448.5632,0,0,1108.3468,3640.136,1392.835,2247.301,35,0,4814,585.2,290.5,5689.7,19318,2,28519.6992497817,2,0,0
8157,1,151,152,29,2,1,5,2,2,4,4,128971.264,128971.264,0,0,0,0,0,0,2015.176,1243.38,682.9251,560.4553,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
8303,4,83,63,4,2,NA,5,2,4,9,1,70531.16,0,0,0,0,0,0,1108.3468,0,6156.705,303.061,5853.644,0,0,0,585.2,0,585.2,28643,2,36093.9627996357,2,0,0
8356,3,192,122,1,2,NA,5,2,4,4,NA,70128.1248,0,0,0,0,0,0,0,1309.8644,3546.478,847.9481,2698.53,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
8377,2,238,196,36,2,6,3,2,2,6,2,12091.056,0,0,0,0,0,0,0,1410.6232,22.83336,22.83336,0,0,0,0,0,0,0,16072,1,21174.1530548727,1,0.535064816474915,11329.5439453125
8509,1,139,139,66,2,6,2,1,5,9,4,54208.2344,0,24182.112,0,22771.4888,0,7254.6336,2418.2112,0,3490.183,2183.7,1306.483,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
8518,3,233,152,83,1,6,2,1,4,8,1,75367.5824,0,0,0,0,4836.4224,0,0,0,118.3183,118.3183,0,35,0,4462,0,0,4462,18774,2,32401.9996992759,2,0,0
8541,1,74,74,32,2,1,5,2,4,4,4,120910.56,120910.56,0,0,0,0,0,0,1209.1056,1050.335,427.6066,622.728,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
8567,1,82,81,40,2,1,3,2,2,4,1,31537.5044,28212.464,0,0,0,0,0,0,2518.97,1536.062,134.9244,1401.138,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
8592,1,181,180,21,1,6,5,2,4,4,3,79599.452,0,0,0,0,0,0,0,2015.176,0,0,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
8604,1,85,84,71,2,6,1,1,2,4,1,4131.1108,0,0,0,0,0,0,0,846.37392,131.8108,131.8108,0,35,0,3033,0,0,3033,14507,1,21174.1530548727,1,0.547442138195038,11591.6240234375
8618,1,46,46,54,2,1,1,2,4,9,4,252904.588,120910.56,0,0,0,0,0,2922.0052,0,6890.486,4399.574,2490.912,0,0,0,0,0,0,29360,2,39630.4432054192,2,0,0
